service_request_id,service_request_parent_id,sap_notification_number,date_requested,case_age_days,service_name,case_record_type,date_updated,status,lat,lng,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,public_description,urgent-yes_no
2476226,,,2019-01-02T17:30:00,,Pothole,TSW,,Referred,32.74950366,-117.1686456,3,42,Uptown,,Mobile,This report has been referred to Water Repair (PUD) at water@sandiego.gov,Water main repair or something has been completed but not paved over properly. Major bump to vehicles driving over it. Right outside of Vons on Dove St,
2476227,2392519,,2019-01-02T17:31:00,14,Street Light Out,TSW,2019-01-16T00:00:00,Closed,32.7407549,-117.21913,2,30,Peninsula,,Web,,The street lights are out on all of Dumas St. Lots of families with children on this road. Please fix asap!,
2476228,,,2019-01-02T17:33:00,7,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.6947937,-117.0824917,4,11,Encanto Neighborhoods,,Mobile,,,
2476229,2467186,,2019-01-02T17:36:00,99,Street Light Out,TSW,2019-04-11T00:00:00,Closed,32.74319777,-117.2211923,2,30,Peninsula,,Mobile,,Both street lights at Clove and Elliott go on 2 - 3 hours after it gets dark.  The rest of the lights on the street go on at dusk.,
2476230,,40300093091,2019-01-02T17:43:00,5,Other Right-of-Way Maintenance,TSW,2019-01-07T00:00:00,Closed,32.75144062,-117.1008675,9,56,Mid-City:City Heights,,Phone,,DEBRI IN STREET THAT WAS ON FIRE,
2476231,,,2019-01-02T17:44:00,,Tree/Limb Fallen/Hanging,TSW,,Referred,32.9539095,-117.1373442,5,29,Rancho Penasquitos,,Web,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,There are numerous trees in the canyon behind my house that hang over the fence and drop branches and leaves into my yard and pool. I would like these trees removed or trimmed so they dont litter my property.,
2476232,2435901,,2019-01-02T17:44:00,7,Illegal Dumping,ESD Complaint/Report,2019-01-10T00:00:00,Closed,32.7543494,-117.1379646,3,28,North Park,,Mobile,,,
2476233,,40300093047,2019-01-02T17:45:00,27,Street Light Out,TSW,2019-01-29T00:00:00,Closed,32.6969881,-117.1141397,9,37,Southeastern San Diego,,Web,,Light out.  Lots of children in the area. Please fix.,
2476234,,,2019-01-02T17:47:00,1,72 Hour Violation,Parking,2019-01-03T00:00:00,Closed,32.80817,-117.1661,6,6,Clairemont Mesa,,Web,,"2 cars, white Geo Metro and Black Camaro RS parked on street for several weeks without moving, owner does not live on this street but parks vehicles to ""store"" on this street frequently.",
2476235,,,2019-01-02T17:51:00,1,72 Hour Violation,Parking,2019-01-03T00:00:00,Closed,32.80817,-117.1661,6,6,Clairemont Mesa,,Web,,"2 cars, white Geo Metro and Black Camaro RS parked on street for several weeks without moving, owner does not live on this street but parks vehicles to ""store"" on this street frequently.",
2476236,,,2019-01-02T17:53:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.69376,-117.1306,8,2,Barrio Logan,,Mobile,,5 Axle commercial tanker parked >5hrs in front of 4 residences,
2476237,2476236,,2019-01-02T17:55:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.69376,-117.1306,8,2,Barrio Logan,,Mobile,,,
2476238,2447009,,2019-01-02T17:59:00,16,Street Light Out,TSW,2019-01-18T00:00:00,Closed,32.822954,-117.0851967,7,47,Tierrasanta,,Mobile,,Corner of Rueda and Clairemont Mesa in Tierrasanta.,
2476239,,,2019-01-02T18:01:00,2,Missed Collection,ESD Complaint/Report,2019-01-04T00:00:00,Closed,32.9293443,-117.0954738,5,9,Miramar Ranch North,,Web,,Trash was not picked up,
2476240,2476097,,2019-01-02T18:01:00,1,Traffic Signal On Flash,TSW,2019-01-03T00:00:00,Closed,32.748287,-117.16047,3,42,Uptown,,Mobile,,Lights flashing red all 4 ways,
2476241,,,2019-01-02T18:04:00,6,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.82728,-117.11427,7,47,Tierrasanta,,Web,,"Car hasn't moved in 6-8 weeks.  Request marking tires next time in neighborhood and check back when able.  Hate to report it but it can be challenging to find parking here, especially with all the new crosswalks.  Thanks.",
2476242,,,2019-01-02T18:10:00,21,Graffiti Removal,TSW,2019-01-23T00:00:00,Closed,32.7515317,-117.0947843,9,56,Mid-City:City Heights,,Web,,There was one Graffiti from one gang. On 12/30/2018 23:41 Another gang member came and cross the other's gang graffiti and do a new one. Now there is a big graffiti on my front wall. Facing the street. Thank you for your attention.,
2476243,,,2019-01-02T18:13:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.80138,-117.2512,2,27,Pacific Beach,,Web,,Large white Ford pickup has an old white trailer with expired Arizona plates: 49917-A. These two items have been parked for weeks on Dawes St.,
2476244,,,2019-01-02T18:13:00,124,Graffiti Removal,TSW,2019-05-06T00:00:00,Closed,32.8286694,-117.1930092,6,6,Clairemont Mesa,,Web,,This appeared in the past 48 hours on our condo sidewalk - Chateau Townhomes at the corner of Chateau Drive and Genesee in Clairemont.  We will remove it but wanted you to see it to see if it related to other tags done on Genesee over the past several weeks.,
2476245,,,2019-01-02T18:23:00,76,Graffiti Removal - Code Enforcement,TSW,2019-03-19T00:00:00,Closed,32.75618667,-117.1302722,3,28,North Park,,Mobile,,,
2476246,,,2019-01-02T18:25:00,,Graffiti Removal,TSW,,Referred,32.75657167,-117.1302028,3,28,North Park,,Mobile,This report has been referred to Graffiti ? ATT Telephone Booths / Cable Box at graffiti@att.com,,
2476247,2476245,,2019-01-02T18:26:00,76,Graffiti Removal,TSW,2019-03-19T00:00:00,Closed,32.75626333,-117.1303112,3,28,North Park,,Mobile,,,
2476248,,,2019-01-02T18:28:00,2,Missed Collection,ESD Complaint/Report,2019-01-04T00:00:00,Closed,32.9763677,-117.0851789,5,3,Carmel Mountain Ranch,,Mobile,,Missed collection,
2476249,,,2019-01-02T18:29:00,5,Graffiti Removal,TSW,2019-01-07T00:00:00,Closed,32.7569105,-117.1303328,3,28,North Park,,Mobile,,,
2476250,,40300093075,2019-01-02T18:35:00,398,Pavement Repair Issue,TSW,,In Process,32.80032383,-117.1391558,7,35,Serra Mesa,,Mobile,,"Street texture hazard: My street has not been paved in about a decade and when it was last completed--those 10-ish years ago--they didn't finish the layering/smoothing. The street has a rough, sharp, bare asphalt texture. It is something we deal with, but lately we have seen more injuries due to the rough surface (a slip/fall on this street means deep cuts versus a scrape). Please help!",
2476251,,,2019-01-02T18:41:00,22,72 Hour Violation,Parking,2019-01-24T00:00:00,Closed,32.57022,-117.04875,8,25,Otay Mesa-Nestor,,Web,,Veh has been parked in same location for over a week,
2476252,,40300093100,2019-01-02T18:44:00,1,Traffic Signal Timing Issue,TSW,2019-01-03T00:00:00,Closed,32.708883,-117.164248,3,4,Downtown,,Mobile,,Pedestrian alert button does not work.  No audio. we,
2476253,,40300093019,2019-01-02T18:45:00,49,Street Light Out,TSW,2019-02-20T00:00:00,Closed,32.70071,-117.060279,4,11,Encanto Neighborhoods,MARTIN L KING CP,Mobile,,Light out closet to the playground,
2476254,,40300099867,2019-01-02T18:48:00,,Engineering - Signage Evaluation,TSW,2019-05-13T00:00:00,Referred,32.794834,-117.237348,2,27,Pacific Beach,,Mobile,,Missing school sign. Southbound Jewel must be present in the block north of Crown Point Elementaryt,
2476255,,,2019-01-02T18:57:00,20,72 Hour Violation,Parking,2019-01-22T00:00:00,Closed,32.74726,-117.1297,3,28,North Park,,Web,,OLD CHEVY PICK UP WITH FOR SALE SIGN PARKED IN FRONT OF A HOUSE TEAR DOWN/REMODEL. HASN'T MOVED IN OVER A MONTH.,
2476256,,,2019-01-02T19:05:00,20,72 Hour Violation,Parking,2019-01-22T00:00:00,Closed,32.74027,-117.12218,3,28,North Park,,Web,,abandoned honda pilot suv with out of state plates hasn't moved in at least two weeks,
2476257,,,2019-01-02T19:12:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.80928,-117.26066,2,27,Pacific Beach,,Web,,"Left on the street, hasn't moved since December 20th or so, since before the holidays.  Plates are expired, Aug 2018.  Been left to where it takes up multiple parking spots on our busy street.",
2476258,,,2019-01-02T19:14:00,37,Graffiti Removal,TSW,2019-02-08T00:00:00,Closed,32.71045378,-117.1556827,3,4,Downtown,,Mobile,,10th and island. On island eastbound,
2476259,2471771,,2019-01-02T19:16:00,0,Pothole,TSW,2019-01-02T00:00:00,Closed,32.91692431,-117.1153789,5,34,Scripps Miramar Ranch,,Mobile,,Mira Mesa Blvd e/b #3 lane just east of I-15 overpass access cover has sunk enough that a significant bump happens when driving over it at almost any speed.,
2476260,,40300093102,2019-01-02T19:17:00,57,Signage Evaluation,Traffic Engineering,2019-02-28T00:00:00,Closed,32.82807598,-117.1758235,6,6,Clairemont Mesa,,Mobile,,A yellow light crossing sign would be beneficial due to school and church near by. A lot of pedestrians are always crossing and pedestrians are always walking dogs and also it's very dark over here,
2476261,,,2019-01-02T19:29:00,29,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.79848,-117.0876778,7,20,Navajo,,Mobile,,Car does not move for periods of 48-72+ hours and has been leaking oil all over the street for months. This was previously reported via this app and nothing was done about it.,
2476262,,40300093092,2019-01-02T19:37:00,4,Pothole,TSW,2019-01-06T00:00:00,Closed,32.75280391,-117.2263324,2,30,Peninsula,,Web,,"Several potholes in both lanes starting at location heading eastbound to Midway Dr.  Thank you, David",
2476263,,,2019-01-02T19:45:00,,Street Light Out,TSW,,Referred,32.78004076,-117.0989758,7,20,Navajo,,Mobile,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,Across road from Grotto climbing and yoga,
2476264,,,2019-01-02T19:46:00,,,Storm Water Code Enforcement,,Referred,32.91942167,-117.182105,6,15,Mira Mesa,,Mobile,This report has been referred to Water Repair (PUD) at water@sandiego.gov,,
2476265,,,2019-01-02T19:49:00,9,72 Hour Violation,Parking,2019-01-11T00:00:00,Closed,32.86084536,-117.2521317,1,10,La Jolla,,Mobile,,A beige lexus Suv with no license plate has been parked across the street from my house for over two weeks. I live on the corner of Calle Corta and Avenida de las Ondas. Its on Ondas 8445,
2476266,,,2019-01-02T19:59:00,36,72 Hour Violation,Parking,2019-02-07T00:00:00,Closed,32.77502,-117.05988,9,38,College Area,,Mobile,,Car parked in front of house for over a week and hasn't moved,
2476267,,40300093093,2019-01-02T20:06:00,1,Traffic Signal Light Out,TSW,2019-01-03T00:00:00,Closed,32.84727167,-117.2675383,1,10,La Jolla,,Mobile,,Torrey pines and prospect,
2476268,,,2019-01-02T20:22:00,,Other,TSW,,Referred,32.715083,-117.153891,3,4,Downtown,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,"I can't sleep because homeless people make way to much noise, I live at the Trolley Court my address is 940 Park Blvd I go to school and I work my manager cannot do anything about it, they keep me up all night long my apartment is right above them, Can you please help me with this problem.  Thank you for your time and unstanding",
2476269,,,2019-01-02T20:25:00,9,72 Hour Violation,Parking,2019-01-11T00:00:00,Closed,32.96415,-117.11413,5,29,Rancho Penasquitos,,Mobile,,Vehicle abandoned for over 5 mos,
2476270,2475616,,2019-01-02T20:28:00,1,Pothole,TSW,2019-01-04T00:00:00,Closed,32.748594,-117.151233,3,42,Uptown,,Mobile,,crater.,
2476271,,,2019-01-02T20:36:00,0,Oversized Vehicle Complaints,Parking,2019-01-02T00:00:00,Closed,32.54873,-117.05017,8,33,San Ysidro,,Mobile,,Commercial truck parks overnight,
2476272,,,2019-01-02T20:40:00,0,Oversized Vehicle Complaints,Parking,2019-01-02T00:00:00,Closed,32.54873,-117.05017,8,33,San Ysidro,,Mobile,,Commercial trucks parks overnight,
2476273,2471037,,2019-01-02T20:44:00,9,72 Hour Violation,Parking,2019-01-11T00:00:00,Closed,32.81186,-117.2662,1,10,La Jolla,,Web,,Car has been abandoned left on the street for at least 2 weeks,
2476274,,,2019-01-02T20:47:00,,Sidewalk Repair Issue,TSW,,Referred,32.79698827,-117.0933056,7,20,Navajo,,Mobile,This report has been referred to ADA compliance at adacompliance@sandiego.gov,Sidewalk not in compliance with ADA requirements. Sidewalk on the right hand side of greenbrier heading towards mission gorge has an abrupt stop in the sidewalk for drainage. Sidewalk needs ramps or street painted appropriately so you can use adjacent driveways and use the street.,
2476275,2422103,,2019-01-02T20:52:00,217,Illegal Dumping,ESD Complaint/Report,2019-08-07T00:00:00,Closed,32.7968206,-117.0936352,7,20,Navajo,,Mobile,,"Illegal dumping at mission gorge/greenbrier intersection. Large pieces of concrete, safety cone, etc.",
2476276,,,2019-01-02T20:53:00,0,Parking Zone Violation,Parking,2019-01-03T00:00:00,Closed,32.80451,-117.23652,2,27,Pacific Beach,,Mobile,,Black Range Rover blocking garages,
2476277,,,2019-01-02T20:54:00,7,Homeless Encampment,ESD Complaint/Report,2019-01-10T00:00:00,Closed,32.79290932,-117.0996079,7,20,Navajo,,Mobile,,Homeless camp,
2476279,239095,,2019-01-02T20:55:00,398,Sidewalk Repair Issue,TSW,,In Process,32.7966831,-117.0921406,7,20,Navajo,,Mobile,,Large height difference in sidewalk.,
2476280,,,2019-01-02T20:56:00,29,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.74496,-117.16281,3,42,Uptown,,Web,,The car has been parked in the same space for over two weeks.,
2476282,,,2019-01-02T21:01:00,9,72 Hour Violation,Parking,2019-01-11T00:00:00,Closed,32.78466,-117.1727,7,12,Linda Vista,,Web,,Car unmoved for 5 days outside of my house.,
2476283,2467222,,2019-01-02T21:05:00,63,Street Light Out,TSW,2019-03-07T00:00:00,Closed,32.768474,-117.0743492,9,38,College Area,,Mobile,,Street light out,
2476284,,,2019-01-02T21:19:00,0,Parking Zone Violation,Parking,2019-01-03T00:00:00,Closed,32.74376,-117.25217,2,23,Ocean Beach,,Web,,"72 hour violation AND parked more than 18"" from curb",
2476285,,,2019-01-02T21:24:00,34,72 Hour Violation,Parking,2019-02-05T00:00:00,Closed,32.74718,-117.12979,3,28,North Park,,Web,,"Vehicle had exceeded 72 hour violation and has not been moved in 2-3 weeks. Car is also selfishly taken up space not leaving enough for a second vehicle to park. Car is visibly full of trash bags, clothing, etc.",
2476286,,,2019-01-02T21:40:00,126,Illegal Dumping,ESD Complaint/Report,2019-05-09T00:00:00,Closed,32.54812002,-117.0523622,8,33,San Ysidro,,Web,,Abandoned buckets of dirt on street,
2476287,,,2019-01-02T21:53:00,2,72 Hour Violation,Parking,2019-01-04T00:00:00,Closed,32.86862,-117.21864,1,99,University,,Web,,Red Volvo station wagon with front bumper falling off has been parked there for over 4 months.  The owner is a hoarder.  The junk in her yard I can do nothing about.   Please do not allow the hoarding to move to the public street.,
2476288,,,2019-01-02T21:57:00,0,Parking Zone Violation,Parking,2019-01-03T00:00:00,Closed,33.03611667,-117.0714028,5,31,Rancho Bernardo,,Mobile,,Grey Nissan Maxima License BEL8624 parallel parked in wrong direction along street curb,
2476289,,,2019-01-02T21:57:00,104,Illegal Dumping,ESD Complaint/Report,2019-04-16T00:00:00,Closed,32.7493234,-117.1487066,3,42,Uptown,,Mobile,,Homeless cart with trash dumped in street and alley,
2476290,,,2019-01-02T22:10:00,13,72 Hour Violation,Parking,2019-01-15T00:00:00,Closed,32.80461,-117.1974,2,6,Clairemont Mesa,,Mobile,,White Chevy Van,
2476291,,,2019-01-02T22:17:00,,Other,TSW,,Referred,32.71238306,-117.1481542,3,4,Downtown,,Mobile,This report has been referred to Police CRO ? Central at sdpdcentral@pd.sandiego.gov,Homeless people behind my fence throwing their blankets across the fence. Arguing loudly and possibly hitting each other. Defacing the property Very hard to sleep with the constant screaming at night. Please help. Regards,
2476292,,,2019-01-02T22:23:00,7,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.71149,-117.14213,8,37,Southeastern San Diego,,Web,,Car has been parked for 6 days. Owner tried to start and starter does not work.,
2476293,,,2019-01-02T22:28:00,29,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.74421,-117.17888,3,42,Uptown,,Web,,Car parked in same spot for at least 3 weeks,
2476294,,,2019-01-02T22:30:00,20,72 Hour Violation,Parking,2019-01-23T00:00:00,Closed,32.71239,-117.06987,4,11,Encanto Neighborhoods,,Web,,"Good day officer,A faded gold Cadillac, lic plate# 7EAK935. Said vehicle is been parked in front of my house 719 59th st., SD CA 92114.It has been parked in the same spot for well over 72hrs( 2-2 months. Please help Thank youRebecca Castro",
2476295,,,2019-01-02T22:34:00,29,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.74421,-117.17888,3,42,Uptown,,Web,,Car parked in the same spot for more than 3 weeks.,
2476296,,,2019-01-02T22:34:00,398,Illegal Dumping,ESD Complaint/Report,,In Process,32.715093,-117.133019,3,8,Greater Golden Hill,,Mobile,,Mattresses dumped near alley by e st and 28th,
2476297,,40300093007,2019-01-02T22:48:00,362,Street Sweeping,TSW,2019-12-30T00:00:00,Closed,32.69556327,-117.0591236,4,11,Encanto Neighborhoods,,Phone,,GLASS IN THE ST AT THE CORNER SIZE: ABOUT THE LENGTH OF A CAR PER CALLER,
2476298,,,2019-01-02T22:55:00,5,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.70335,-117.14131,8,37,Southeastern San Diego,,Mobile,,Vehicle parked for over a month unmoved.,
2476299,,40300093081,2019-01-02T23:13:00,14,Pothole,TSW,2019-01-16T00:00:00,Closed,32.66618336,-117.0568996,4,44,Skyline-Paradise Hills,,Phone,,6 POTHOLES,
2476300,,40300099842,2019-01-02T23:16:00,398,Evaluate for Resurfacing,TSW,,In Process,32.6807406,-117.0556708,4,44,Skyline-Paradise Hills,,Phone,,BADLY DAMAGED STREET,
2476301,,40300093101,2019-01-02T23:20:00,12,Palm Frond Cleanup,TSW,2019-01-15T00:00:00,Closed,32.83279779,-117.2805435,1,10,La Jolla,,Phone,,PICKUP PALM FRONDS,
2476302,,,2019-01-02T23:35:00,398,Scavenging,ESD Complaint/Report,,In Process,32.71839631,-117.1416565,3,8,Greater Golden Hill,,Web,,Scavengers are constantly coming through the alley at all hours of the night to take cans from the blue recycling containers.  I am woken up by the scavengers several times every single night for months now.,
2476303,,40300093008,2019-01-02T23:42:00,0,Street Sweeping,TSW,2019-01-03T00:00:00,Closed,32.78552584,-117.1523577,7,35,Serra Mesa,,Mobile,,Fallen rocks and debris within travel way.,
2476304,,,2019-01-03T01:02:00,,Other,TSW,,Referred,32.76360953,-117.0648146,9,38,College Area,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,"Homeless Encampment forming @College Avenue Baptist Church parking lot, directly behind Effin's Pub & Lavish Tattoo's parking lot (in College Ave Church Lot). This keeps happening the past few months and our property has been getting tampered with. Non-Emergency was called 1/2/19 at 10:15pm asking for assistance. Who else can we get involved to assist ? This has been ongoing over the past few months and is getting worse. (Leave & Return) Please advise. College Area Church : 4747 College Ave.",
2476305,,40300093110,2019-01-03T02:06:00,,Pothole,TSW,,Referred,32.7484069,-117.1218562,9,56,Mid-City:City Heights,,Web,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,There is a pothole right after the stop light on the freeway ramp. I cannot take a picture at that specific location but its on the right side of the road and it seems very deep.,
2476306,,,2019-01-03T02:30:00,28,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.75647,-117.1501,3,42,Uptown,,Web,,this vehicle has not moved from this location since before 12/24/18.,
2476307,,,2019-01-03T03:59:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.9532492,-117.1474238,6,29,Rancho Penasquitos,,Web,,"Recycling was not picked up on Wednesday, January 2. Container was left out night prior to pick up and is in compliance with recycling guidelines.",
2476308,,,2019-01-03T04:20:00,397,Illegal Dumping,ESD Complaint/Report,,In Process,32.751361,-117.242891,2,23,Ocean Beach,,Mobile,,Someone left a couch on the sidewalk in front of my house,
2476309,,,2019-01-03T05:03:00,5,Graffiti Removal,TSW,2019-01-08T00:00:00,Closed,32.824826,-117.182896,6,6,Clairemont Mesa,,Mobile,,,
2476310,2470989,,2019-01-03T05:12:00,28,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.72888,-117.08967,4,57,Mid-City:Eastern Area,,Web,,Abandoned car has been sitting here for weeks not moving and unregistered,
2476311,,,2019-01-03T05:36:00,57,Damaged Container,ESD Complaint/Report,2019-03-01T00:00:00,Closed,32.6969617,-117.1090119,9,37,Southeastern San Diego,,Mobile,,Trash can has no lead and trash tends to  Fall out on to the  street,
2476312,,40300093048,2019-01-03T05:58:00,0,Traffic Signal On Flash,TSW,2019-01-03T00:00:00,Closed,32.71458669,-117.1583798,3,4,Downtown,,Mobile,,Lights flashing red for the past two days,
2476313,,40300093094,2019-01-03T06:01:00,6,Pothole,TSW,2019-01-09T00:00:00,Closed,32.8705216,-117.2224075,1,99,University,,Web,,VÃ­a La  Jolla Dr and La Jolla Billage Dr. Right where Villa La Jolla Dr and La Jolla Village is anther pothole and bump because of the clumped  asphalt  Its like going on a chariot bouncing everywhere.  High traffic at all times.,
2476314,,40300093049,2019-01-03T06:08:00,3,Pothole,TSW,2019-01-06T00:00:00,Closed,32.823574,-117.260582,1,10,La Jolla,,Web,,"Shame to see how many issues aka Jolla now has. Weeds, trash, homeless, streets tha have no solution to traffic , high cost of parking as well as impossible but streets like LA JOLLA RANCHO ROAD are an absolute shame. Speed bumps were placed there years ago, yet the road has never been fixed. Every year is in worse condition and running cars as we try to go home. It?s unbelievable that nice neighborhoods are now in such delapidation .",
2476315,,,2019-01-03T06:09:00,82,Homeless Encampment,ESD Complaint/Report,2019-03-26T00:00:00,Closed,32.721678,-117.0758456,4,11,Encanto Neighborhoods,,Phone,,,
2476316,2470294,,2019-01-03T06:32:00,0,72 Hour Violation,Parking,2019-01-03T00:00:00,Closed,32.76161,-117.14745,3,42,Uptown,,Web,,"Vehicle parked here on December 20, 2018",
2476317,,,2019-01-03T06:36:00,0,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,33.0420088,-117.0541237,5,31,Rancho Bernardo,,Phone,,missed ADA trash,
2476318,,,2019-01-03T06:38:00,7,Illegal Dumping,ESD Complaint/Report,2019-01-10T00:00:00,Closed,32.75011532,-117.1179552,9,56,Mid-City:City Heights,,Mobile,,entertainment center left on side walk before Christmas,
2476319,,40300093150,2019-01-03T06:43:00,70,Street Sweeping,TSW,2019-03-14T00:00:00,Closed,32.558194,-117.040616,8,33,San Ysidro,,Mobile,,"Dirt after rain, needs to be sweeped. Problematic slipping on gravel during braking",
2476320,,,2019-01-03T07:01:00,55,Scavenging,ESD Complaint/Report,2019-02-27T00:00:00,Closed,32.7826048,-117.1645485,7,12,Linda Vista,,Mobile,,scavenging in trash and recycling bins.,
2476321,,40300093009,2019-01-03T07:06:00,25,Pothole,TSW,2019-01-28T00:00:00,Closed,32.80711091,-117.2132162,2,6,Clairemont Mesa,,Mobile,,Series of deep potholes on North Morena Blvd just before the bridge crossing over Balboa,
2476322,,,2019-01-03T07:07:00,0,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.8370951,-117.1960458,6,6,Clairemont Mesa,,Web,,Skipped our trash can. Collected neighbors on both sides a few feet away but not ours.,
2476324,,40300093120,2019-01-03T07:09:00,3,Pothole,TSW,2019-01-06T00:00:00,Closed,32.90914507,-117.1330368,6,15,Mira Mesa,,Mobile,,,
2476325,,40300093114,2019-01-03T07:10:00,3,Pothole,TSW,2019-01-06T00:00:00,Closed,32.80311622,-117.2123195,2,6,Clairemont Mesa,,Mobile,,Series of the potholes,
2476326,,,2019-01-03T07:11:00,1,Missed Collection,ESD Complaint/Report,2019-01-04T00:00:00,Closed,32.6998094,-117.1373442,8,37,Southeastern San Diego,,Web,,Just took one out of 8 containers,
2476327,,,2019-01-03T07:11:00,2,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.9101763,-117.0945589,5,34,Scripps Miramar Ranch,,Phone,,Missed trash,
2476328,,,2019-01-03T07:12:00,103,Homeless Encampment,ESD Complaint/Report,2019-04-16T00:00:00,Closed,32.7629313,-117.1282798,3,28,North Park,,Mobile,,Active camping,
2476329,,,2019-01-03T07:16:00,104,Dead Animal,ESD Complaint/Report,2019-04-17T00:00:00,Closed,32.5769938,-117.0409259,8,25,Otay Mesa-Nestor,,Web,,Dead cat,
2476330,,,2019-01-03T07:20:00,,Graffiti Removal,TSW,,Referred,32.7671464,-117.06027,9,38,College Area,MONTEZUMA NP,Mobile,This report has been referred to Park and Recreation at askparks@sandiego.gov,,
2476331,,40300093115,2019-01-03T07:23:00,4,Traffic Signal Light Out,TSW,2019-01-07T00:00:00,Closed,32.74991257,-117.1210872,9,56,Mid-City:City Heights,,Mobile,,"Red light out on street light for Wabash Ave, crossing Lincoln, going south on wabash.",
2476332,,,2019-01-03T07:29:00,1,Missed Collection,ESD Complaint/Report,2019-01-04T00:00:00,Closed,32.7380637,-117.1691894,3,42,Uptown,,Mobile,,Missed collection,
2476333,2471214,,2019-01-03T07:31:00,20,Graffiti Removal,TSW,2019-01-23T00:00:00,Closed,32.81708833,-117.1755833,6,6,Clairemont Mesa,,Mobile,,Graffiti on fence,
2476334,,,2019-01-03T07:32:00,7,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.71161473,-117.0985731,4,11,Encanto Neighborhoods,,Mobile,,,
2476336,,,2019-01-03T07:35:00,1,Missed Collection,ESD Complaint/Report,2019-01-04T00:00:00,Closed,32.9861589,-117.1611308,5,13,Black Mountain Ranch,,Phone,,missed recycling,
2476337,,40300093095,2019-01-03T07:36:00,0,Traffic Signal On Flash,TSW,2019-01-03T00:00:00,Closed,32.70859133,-117.0731274,4,11,Encanto Neighborhoods,,Phone,,ON FLASH,
2476338,,,2019-01-03T07:37:00,13,Homeless Encampment,ESD Complaint/Report,2019-01-16T00:00:00,Closed,32.583938,-117.0733756,8,25,Otay Mesa-Nestor,,Email,,,
2476339,,40300093117,2019-01-03T07:40:00,228,Trim Tree for Peds/Vehicle Clearance,TSW,2019-08-19T00:00:00,Closed,32.70369197,-117.1358002,8,37,Southeastern San Diego,,Mobile,,Over grown branches blocking pedestrian path,
2476340,2476339,,2019-01-03T07:41:00,228,Tree/Limb Fallen/Hanging,TSW,2019-08-19T00:00:00,Closed,32.70367676,-117.1357623,8,37,Southeastern San Diego,,Mobile,,Palm tree with many dead branches falling and dangerous,
2476341,,40300093118,2019-01-03T07:43:00,397,Sidewalk Repair Issue,TSW,,In Process,32.806446,-117.257586,2,27,Pacific Beach,,Web,,Very dangerous!  See pictures.  836 Opal Street.  Thank you!,
2476342,,,2019-01-03T07:44:00,,Drain Maintenance ,TSW,,Referred,32.8105237,-117.2084951,2,6,Clairemont Mesa,,Web,This report has been referred to Water Repair (PUD) at water@sandiego.gov,The Canyon Haven HOA would like to request a sewer inspection and cleaning.,
2476343,,,2019-01-03T07:44:00,2,Out Late,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.8337576,-117.1802169,6,6,Clairemont Mesa,,Phone,,Trash out late,
2476344,,,2019-01-03T07:46:00,2,Street Litter Container,ESD Complaint/Report,2019-01-05T00:00:00,Closed,,,,,,,Phone,,city can overflowing,
2476345,,,2019-01-03T07:48:00,397,Encroachment,ESD Complaint/Report,,In Process,32.71771712,-117.1586374,3,4,Downtown,,Mobile,,Taco Stand continues to leave dumpsters out on the sidewalk full and overflowing. Receiving numerous complaints from neighboring businesses due to trash attracting people digging through it and people leaving a large amount of mess to in the area. This is becoming a daily occurrence. Taco stand 645 B St.,
2476346,2476345,,2019-01-03T07:48:00,397,Encroachment,ESD Complaint/Report,,In Process,32.71771712,-117.1586374,3,4,Downtown,,Mobile,,Taco Stand continues to leave dumpsters out on the sidewalk full and overflowing. Receiving numerous complaints from neighboring businesses due to trash attracting people digging through it and people leaving a large amount of mess to in the area. This is becoming a daily occurrence. Taco stand 645 B St.,
